Season,No.,Team,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
2005,11,CLE,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt,6,
2005,33,CLE,Luke Jackson,SF,6-7,215,"November 6, 1981",us,R,Oregon
2005,23,CLE,LeBron James,SF,6-9,250,"December 30, 1984",us,1,
2005,0,CLE,Jeff McInnis,PG,6-4,190,"October 22, 1974",us,7,UNC
2005,6,CLE,Jérôme Moïso,PF,6-10,235,"June 15, 1978",fr,4,UCLA
2005,14,CLE,Ira Newble,SG,6-7,220,"January 20, 1975",us,4,Miami University
2005,3,CLE,Sasha Pavlović,SG,6-8,220,"November 15, 1983",me,1,
2005,20,CLE,Eric Snow,SG,6-3,190,"April 24, 1973",us,9,Michigan State
2005,32,CLE,Robert Traylor,C,6-8,284,"February 1, 1977",us,6,Michigan
2005,17,CLE,Anderson Varejão,PF,6-11,273,"September 28, 1982",br,R,
2005,2,CLE,Dajuan Wagner,SG,6-2,200,"February 4, 1983",us,2,Memphis
2005,44,CLE,Jiří Welsch,SF,6-7,208,"January 27, 1980",cz,2,
2005,47,CLE,Scott Williams,C,6-10,230,"March 21, 1968",us,14,UNC
2005,30,DET,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr,3,Florida International University
2005,1,DET,Chauncey Billups,PG,6-3,202,"September 25, 1976",us,7,Colorado
2005,41,DET,Elden Campbell,C,6-11,215,"July 23, 1968",us,14,Clemson
2005,44,DET,Derrick Coleman,C,6-10,230,"June 21, 1967",us,14,Syracuse
2005,20,DET,Carlos Delfino,SG,6-6,230,"August 29, 1982",ar,R,
2005,12,DET,Ronald Dupree,SF,6-7,209,"January 26, 1981",us,1,LSU
2005,7,DET,Anthony Goldwire,PG,6-1,182,"September 6, 1971",us,6,Houston
2005,8,DET,Darvin Ham,SF,6-7,220,"July 23, 1973",us,7,Texas Tech
2005,32,DET,Richard Hamilton,SG,6-6,185,"February 14, 1978",us,5,UConn
2005,10,DET,Lindsey Hunter,SG,6-2,170,"December 3, 1970",us,11,"Alcorn State, Jackson State University"
2005,5,DET,Horace Jenkins,PG,6-1,180,"October 14, 1974",us,R,William Paterson University
2005,24,DET,Antonio McDyess,PF,6-9,220,"September 7, 1974",us,8,Alabama
2005,31,DET,Darko Miličić,C,7-0,250,"June 20, 1985",rs,1,
2005,7,DET,Smush Parker,PG,6-4,190,"June 1, 1981",us,1,Fordham
2005,22,DET,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us,2,Kentucky
2005,3,DET,Ben Wallace,C,6-9,240,"September 10, 1974",us,8,Virginia Union University
2005,36,DET,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us,9,UNC
2005,15,GSW,Andris Biedriņš,C,6-11,240,"April 2, 1986",lv,R,
2005,11,GSW,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs,1,
2005,40,GSW,Calbert Cheaney,SG,6-7,209,"July 17, 1971",us,11,Indiana
2005,10,GSW,Speedy Claxton,PG,5-11,166,"May 8, 1978",us,3,Hofstra
2005,5,GSW,Baron Davis,PG,6-3,209,"April 13, 1979",us,5,UCLA
2005,32,GSW,Dale Davis,C,6-11,230,"March 25, 1969",us,13,Clemson
2005,34,GSW,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us,2,Duke
2005,4,GSW,Derek Fisher,PG,6-1,200,"August 9, 1974",us,8,Little Rock
2005,6,GSW,Luis Flores,PG,6-2,200,"April 11, 1981",do,R,"Rutgers University, Manhattan College"
2005,31,GSW,Adonal Foyle,C,6-10,250,"March 9, 1975",vc,7,Colgate
2005,1,GSW,Troy Murphy,PF,6-11,245,"May 2, 1980",us,3,Notre Dame
2005,21,GSW,Eduardo Nájera,PF,6-8,240,"July 11, 1976",mx,4,Oklahoma
2005,2,GSW,Mickaël Piétrus,SF,6-6,215,"February 7, 1982",gp,1,
2005,23,GSW,Jason Richardson,SG,6-6,220,"January 20, 1981",us,3,Michigan State
2005,3,GSW,Clifford Robinson,C,6-10,225,"December 16, 1966",us,15,UConn
2005,5,GSW,Ansu Sesay,SF,6-9,225,"July 29, 1976",us,3,Ole Miss
2005,20,GSW,Nikoloz Tskitishvili,PF,7-0,225,"April 14, 1983",ge,2,
2005,3,GSW,Rodney White,SF,6-9,238,"June 28, 1980",us,3,UNC Charlotte
2005,42,HOU,Vin Baker,C,6-11,232,"November 23, 1971",us,11,University of Hartford
2005,12,HOU,Andre Barrett,PG,5-10,172,"February 21, 1982",us,R,Seton Hall
2005,20,HOU,Jon Barry,SG,6-4,195,"July 25, 1969",us,12,"University of the Pacific, Georgia Tech"
2005,40,HOU,Ryan Bowen,SF,6-7,215,"November 20, 1975",us,5,Iowa
2005,32,HOU,Torraye Braggs,PF,6-8,245,"May 15, 1976",us,1,Xavier
2005,4,HOU,Reece Gaines,PG,6-6,205,"January 7, 1981",us,1,Louisville
2005,5,HOU,Juwan Howard,PF,6-9,240,"February 7, 1973",us,10,Michigan
2005,21,HOU,Jim Jackson,SF,6-6,220,"October 14, 1970",us,12,Ohio State
2005,13,HOU,Mike James,PG,6-2,188,"June 23, 1975",us,3,Duquesne
2005,10,HOU,Brandin Knight,PG,6-0,180,"December 16, 1981",us,R,Pitt
2005,10,HOU,Tyronn Lue,PG,6-0,175,"May 3, 1977",us,6,Nebraska
2005,1,HOU,Tracy McGrady,SF,6-8,210,"May 24, 1979",us,7,
2005,11,HOU,Yao Ming,C,7-6,310,"September 12, 1980",cn,2,
2005,55,HOU,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd,13,Georgetown
2005,9,HOU,Boštjan Nachbar,SF,6-9,221,"July 3, 1980",si,2,
2005,25,HOU,Moochie Norris,PG,6-1,175,"July 27, 1973",us,7,"Auburn, University of West Florida"
2005,35,HOU,Scott Padgett,PF,6-9,240,"April 19, 1976",us,5,Kentucky
2005,31,HOU,Rod Strickland,PG,6-3,175,"July 11, 1966",us,16,DePaul
2005,3,HOU,Bob Sura,PG,6-5,200,"March 25, 1973",us,9,Florida State
2005,2,HOU,Maurice Taylor,PF,6-9,260,"October 30, 1976",us,6,"Michigan, LSU"
2005,17,HOU,Charlie Ward,PG,6-2,190,"October 12, 1970",us,10,Florida State
2005,30,HOU,Clarence Weatherspoon,PF,6-6,240,"September 8, 1970",us,12,Southern Miss
2005,7,HOU,David Wesley,SG,6-0,190,"November 14, 1970",us,11,Baylor
2005,9,LAL,Chucky Atkins,PG,5-11,160,"August 14, 1974",us,5,South Florida
2005,15,LAL,Tony Bobbitt,SG,6-4,190,"October 22, 1979",us,R,Cincinnati
2005,5,LAL,Tierre Brown,PG,6-2,189,"June 3, 1979",us,3,McNeese State University
2005,8,LAL,Kobe Bryant,SG,6-6,212,"August 23, 1978",us,8,
2005,1,LAL,Caron Butler,SF,6-7,228,"March 13, 1980",us,2,UConn
2005,43,LAL,Brian Cook,C,6-9,234,"December 4, 1980",us,1,Illinois
2005,12,LAL,Vlade Divac,C,7-1,243,"February 3, 1968",rs,15,
2005,3,LAL,Devean George,SF,6-8,220,"August 29, 1977",us,5,Augsburg College
2005,55,LAL,Brian Grant,C,6-9,254,"March 5, 1972",us,10,Xavier
2005,20,LAL,Jumaine Jones,SF,6-8,218,"February 10, 1979",us,5,Georgia
2005,14,LAL,Stanislav Medvedenko,PF,6-10,250,"April 4, 1979",ua,4,
2005,31,LAL,Chris Mihm,C,7-0,265,"July 16, 1979",us,4,Texas
2005,7,LAL,Lamar Odom,PF,6-10,220,"November 6, 1979",us,5,Rhode Island
2005,21,LAL,Kareem Rush,SG,6-6,215,"October 30, 1980",us,2,Missouri
2005,18,LAL,Sasha Vujačić,SG,6-7,195,"March 8, 1984",si,R,
2005,4,LAL,Luke Walton,SF,6-8,235,"March 28, 1980",us,1,Arizona
2005,52,MIL,Calvin Booth,C,6-11,230,"May 7, 1976",us,5,Penn State
2005,21,MIL,Marcus Fizer,PF,6-9,262,"August 10, 1978",us,4,Iowa State
2005,50,MIL,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl,2,UCLA
2005,34,MIL,Reece Gaines,PG,6-6,205,"January 7, 1981",us,1,Louisville
2005,12,MIL,Kendall Gill,SG,6-5,195,"May 25, 1968",us,14,Illinois
2005,5,MIL,Anthony Goldwire,PG,6-1,182,"September 6, 1971",us,6,Houston
2005,31,MIL,Zendon Hamilton,C,6-11,250,"April 27, 1975",us,4,St. John's
2005,5,MIL,Eddie House,SG,6-1,180,"May 14, 1978",us,4,Arizona State
2005,13,MIL,Mike James,PG,6-2,188,"June 23, 1975",us,3,Duquesne
2005,7,MIL,Toni Kukoč,SF,6-10,192,"September 18, 1968",hr,11,
2005,24,MIL,Desmond Mason,SF,6-7,224,"October 11, 1977",us,4,Oklahoma State
2005,27,MIL,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge,1,
2005,22,MIL,Michael Redd,SG,6-6,220,"August 24, 1979",us,4,Ohio State
2005,15,MIL,Daniel Santiago,C,7-1,256,"June 24, 1976",us,3,"New Mexico, Saint Vincent College"
2005,8,MIL,Joe Smith,PF,6-10,225,"July 26, 1975",us,9,Maryland
2005,20,MIL,Erick Strickland,SG,6-3,210,"November 25, 1973",us,8,Nebraska
2005,44,MIL,Keith Van Horn,SF,6-10,220,"October 23, 1975",us,7,Utah
2005,25,MIL,Mo Williams,PG,6-1,198,"December 19, 1982",us,1,Alabama
2005,49,NYK,Shandon Anderson,SG,6-6,208,"December 31, 1973",us,8,Georgia
2005,21,NYK,Trevor Ariza,SF,6-8,215,"June 30, 1985",us,R,UCLA
2005,42,NYK,Vin Baker,PF,6-11,232,"November 23, 1971",us,11,University of Hartford
2005,2,NYK,Jamison Brewer,PG,6-4,184,"November 19, 1980",us,3,Auburn
2005,45,NYK,Jackie Butler,C,6-10,250,"March 10, 1985",us,R,
2005,11,NYK,Jamal Crawford,SG,6-5,185,"March 20, 1980",us,4,Michigan
2005,1,NYK,Anfernee Hardaway,SF,6-7,195,"July 18, 1971",us,11,Memphis
2005,20,NYK,Allan Houston,SG,6-6,200,"April 20, 1971",us,11,Tennessee
2005,8,NYK,Jermaine Jackson,SG,6-4,204,"June 7, 1976",us,3,Detroit Mercy
2005,3,NYK,Stephon Marbury,PG,6-2,180,"February 20, 1977",us,8,Georgia Tech
2005,13,NYK,Nazr Mohammed,C,6-10,221,"September 5, 1977",us,6,Kentucky
2005,25,NYK,Moochie Norris,PG,6-1,175,"July 27, 1973",us,7,"Auburn, University of West Florida"
2005,13,NYK,Malik Rose,PF,6-7,250,"November 23, 1974",us,8,Drexel
2005,14,NYK,Bruno Šundov,C,7-2,220,"February 10, 1980",hr,6,
2005,50,NYK,Mike Sweetney,C,6-8,275,"October 25, 1982",us,1,Georgetown
2005,2,NYK,Maurice Taylor,C,6-9,260,"October 30, 1976",us,6,"Michigan, LSU"
2005,40,NYK,Kurt Thomas,PF,6-9,230,"October 4, 1972",us,9,TCU
2005,5,NYK,Tim Thomas,SF,6-10,230,"February 26, 1977",us,7,Villanova
2005,31,NYK,Jerome Williams,SF,6-9,206,"May 10, 1973",us,8,Georgetown
2005,31,PHI,Michael Bradley,PF,6-10,245,"April 18, 1979",us,3,"Kentucky, Villanova"
2005,5,PHI,Kedrick Brown,SF,6-7,222,"March 18, 1981",us,3,Okaloosa-Walton Community College
2005,1,PHI,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht,2,Seton Hall
2005,23,PHI,Josh Davis,PF,6-8,235,"August 10, 1980",us,1,Wyoming
2005,33,PHI,Willie Green,SG,6-4,200,"July 28, 1981",us,1,Detroit Mercy
2005,"4, 9",PHI,Andre Iguodala,SG,6-6,215,"January 28, 1984",us,R,Arizona
2005,3,PHI,Allen Iverson,PG,6-0,165,"June 7, 1975",us,8,Georgetown
2005,25,PHI,Marc Jackson,C,6-10,270,"January 16, 1975",us,4,"VCU, Temple"
2005,26,PHI,Kyle Korver,SF,6-7,212,"March 17, 1981",us,1,Creighton
2005,8,PHI,Aaron McKie,SG,6-5,209,"October 2, 1972",us,10,Temple
2005,12,PHI,Kevin Ollie,PG,6-4,195,"December 27, 1972",us,7,UConn
2005,54,PHI,Rodney Rogers,PF,6-7,235,"June 20, 1971",us,11,Wake Forest
2005,7,PHI,John Salmons,SG,6-7,210,"December 12, 1979",us,2,Miami (FL)
2005,54,PHI,Brian Skinner,PF,6-9,255,"May 19, 1976",us,6,Baylor
2005,9,PHI,Kenny Thomas,PF,6-7,261,"July 25, 1977",us,5,New Mexico
2005,4,PHI,Chris Webber,PF,6-10,245,"March 1, 1973",us,11,Michigan
2005,14,PHI,Corliss Williamson,PF,6-7,245,"December 4, 1973",us,9,Arkansas
2005,10,PHO,Leandro Barbosa,PG,6-3,194,"November 28, 1982",br,1,
2005,11,PHO,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs,1,
2005,45,PHO,Steven Hunter,C,7-0,220,"October 31, 1981",us,3,DePaul
2005,21,PHO,Jim Jackson,SF,6-6,220,"October 14, 1970",us,12,Ohio State
2005,23,PHO,Casey Jacobsen,SF,6-6,215,"March 19, 1981",us,2,Stanford
2005,2,PHO,Joe Johnson,SF,6-7,240,"June 29, 1981",us,3,Arkansas
2005,30,PHO,Maciej Lampe,C,6-11,275,"February 5, 1985",pl,1,
2005,31,PHO,Shawn Marion,PF,6-7,220,"May 7, 1978",us,5,"Vincennes University, UNLV"
2005,0,PHO,Walter McCarty,PF,6-10,230,"February 1, 1974",us,8,Kentucky
2005,13,PHO,Steve Nash,PG,6-3,195,"February 7, 1974",za,8,Santa Clara
2005,46,PHO,Bo Outlaw,PF,6-8,210,"April 13, 1971",us,11,"South Plains College, Houston"
2005,1,PHO,Smush Parker,PG,6-4,190,"June 1, 1981",us,1,Fordham
2005,3,PHO,Quentin Richardson,SG,6-6,223,"April 13, 1980",us,4,DePaul
2005,17,PHO,Paul Shirley,PF,6-10,230,"December 23, 1977",us,2,Iowa State
2005,32,PHO,Amar'e Stoudemire,C,6-10,245,"November 16, 1982",us,2,
2005,1,PHO,Yuta Tabuse,PG,5-9,165,"October 5, 1980",jp,R,Brigham Young University Hawaii
2005,43,PHO,Jake Voskuhl,C,6-11,245,"November 1, 1977",us,4,UConn
2005,4,PHO,Jackson Vroman,PF,6-10,220,"June 6, 1981",us,R,Iowa State
2005,33,POR,Shareef Abdur-Rahim,PF,6-9,225,"December 11, 1976",us,8,California
2005,1,POR,Derek Anderson,SG,6-5,194,"July 18, 1974",us,7,"Ohio State, Kentucky"
2005,4,POR,Maurice Baker,PG,6-1,175,"July 28, 1979",us,R,Oklahoma State
2005,4,POR,Geno Carlisle,SG,6-3,180,"August 13, 1976",us,R,"Northwestern, California"
2005,14,POR,Richie Frahm,SG,6-5,210,"August 14, 1977",us,1,Gonzaga
2005,38,POR,Viktor Khryapa,SF,6-9,210,"August 3, 1982",ua,R,
2005,23,POR,Darius Miles,SF,6-9,210,"October 9, 1981",us,4,
2005,25,POR,Travis Outlaw,SF,6-9,210,"September 18, 1984",us,1,
2005,21,POR,Ruben Patterson,SF,6-5,224,"July 31, 1975",us,6,Cincinnati
2005,10,POR,Joel Przybilla,C,7-1,255,"October 10, 1979",us,4,Minnesota
2005,50,POR,Zach Randolph,PF,6-9,250,"July 16, 1981",us,3,Michigan State
2005,42,POR,Theo Ratliff,C,6-10,225,"April 17, 1973",us,9,Wyoming
2005,5,POR,Ha Seung-Jin,C,7-3,305,"August 4, 1985",kr,R,
2005,3,POR,Damon Stoudamire,PG,5-10,171,"September 3, 1973",us,9,Arizona
2005,31,POR,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us,R,
2005,12,POR,James Thomas,PF,6-8,235,"November 22, 1980",us,R,Texas
2005,19,POR,Nick Van Exel,SG,6-1,170,"November 27, 1971",us,11,"Trinity Valley CC, Cincinnati"
2006,11,ATL,Esteban Batista,PF,6-10,270,"September 2, 1983",uy,R,
2006,1,ATL,Josh Childress,SF,6-8,210,"June 20, 1983",us,1,Stanford
2006,0,ATL,Tony Delk,SG,6-1,189,"January 28, 1974",us,9,Kentucky
2006,54,ATL,John Edwards,C,7-0,275,"July 31, 1981",us,1,Kent State University
2006,16,ATL,Anthony Grundy,SG,6-3,180,"April 15, 1979",us,R,NC State
2006,3,ATL,Al Harrington,PF,6-9,230,"February 17, 1980",us,7,
2006,36,ATL,Royal Ivey,PG,6-3,200,"December 20, 1981",us,1,Texas
2006,2,ATL,Joe Johnson,SG,6-7,240,"June 29, 1981",us,4,Arkansas
2006,10,ATL,Tyronn Lue,PG,6-0,175,"May 3, 1977",us,7,Nebraska
2006,27,ATL,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge,2,
2006,15,ATL,Donta Smith,SG,6-7,215,"November 27, 1983",us,1,Southeastern Illinois College
2006,5,ATL,Josh Smith,SF,6-9,225,"December 5, 1985",us,1,
2006,20,ATL,Salim Stoudamire,SG,6-1,179,"October 11, 1982",us,R,Arizona
2006,12,ATL,John Thomas,C,6-9,265,"September 8, 1975",us,4,Minnesota
2006,24,ATL,Marvin Williams,PF,6-8,237,"June 19, 1986",us,R,UNC
2006,42,BOS,Tony Allen,PG,6-4,213,"January 11, 1982",us,1,"Butler County Community College, Oklahoma State"
2006,11,BOS,Marcus Banks,PG,6-2,200,"November 19, 1981",us,2,UNLV
2006,30,BOS,Mark Blount,C,7-0,230,"November 30, 1975",us,5,Pitt
2006,12,BOS,Ricky Davis,SG,6-6,195,"September 23, 1979",us,7,Iowa
2006,20,BOS,Dan Dickau,PG,6-0,190,"September 16, 1978",us,3,"Washington, Gonzaga"
2006,4,BOS,Ryan Gomes,PF,6-7,250,"September 1, 1982",us,R,Providence
2006,5,BOS,Gerald Green,SG,6-6,205,"January 26, 1986",us,R,
2006,0,BOS,Orien Greene,PG,6-4,208,"February 4, 1982",us,R,"Florida, Louisiana"
2006,7,BOS,Al Jefferson,PF,6-10,289,"January 4, 1985",us,1,
2006,27,BOS,Dwayne Jones,PF,6-11,250,"June 9, 1983",us,R,Saint Joseph's
2006,45,BOS,Raef LaFrentz,PF,6-11,240,"May 29, 1976",us,7,Kansas
2006,41,BOS,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng,7,University of the Pacific
2006,43,BOS,Kendrick Perkins,C,6-10,270,"November 10, 1984",us,2,
2006,34,BOS,Paul Pierce,SF,6-7,235,"October 13, 1977",us,7,Kansas
2006,9,BOS,Justin Reed,SF,6-8,240,"January 16, 1982",us,1,Ole Miss
2006,44,BOS,Brian Scalabrine,PF,6-9,241,"March 18, 1978",us,4,USC
2006,55,BOS,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es,6,Miami University
2006,13,BOS,Delonte West,PG,6-4,180,"July 26, 1983",us,1,Saint Joseph's
2006,35,CHI,Malik Allen,PF,6-10,255,"June 27, 1978",us,4,Villanova
2006,13,CHI,Eddie Basden,SF,6-5,215,"February 15, 1983",us,R,UNC Charlotte
2006,3,CHI,Tyson Chandler,C,7-0,235,"October 2, 1982",us,4,
2006,9,CHI,Luol Deng,SF,6-9,237,"April 16, 1985",ss,1,Duke
2006,21,CHI,Chris Duhon,PG,6-1,185,"August 31, 1982",us,1,Duke
2006,7,CHI,Ben Gordon,SG,6-3,200,"April 4, 1983",gb,1,UConn
2006,1,CHI,Stephen Graham,SG,6-6,215,"June 11, 1982",us,R,"Central Florida, Oklahoma State"
2006,24,CHI,Othella Harrington,C,6-9,235,"January 31, 1974",us,9,Georgetown
2006,12,CHI,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us,2,Kansas
2006,6,CHI,Randy Holcomb,SF,6-9,225,"August 8, 1979",us,R,"Fresno State, San Diego State"
2006,1,CHI,Randy Livingston,PG,6-4,209,"April 2, 1975",us,9,LSU
2006,5,CHI,Andrés Nocioni,PF,6-7,225,"November 30, 1979",ar,1,
2006,15,CHI,Jannero Pargo,PG,6-1,175,"October 22, 1979",us,3,Arkansas
2006,52,CHI,Eric Piatkowski,SG,6-7,215,"September 30, 1970",us,11,Nebraska
2006,45,CHI,Luke Schenscher,C,7-1,255,"December 31, 1982",au,R,Georgia Tech
2006,25,CHI,Darius Songaila,PF,6-9,248,"February 14, 1978",lt,2,Wake Forest
2006,50,CHI,Mike Sweetney,C,6-8,275,"October 25, 1982",us,2,Georgetown
2006,30,CHI,James Thomas,PF,6-8,235,"November 22, 1980",us,1,Texas
2006,2,CHI,Tim Thomas,SF,6-10,230,"February 26, 1977",us,8,Villanova
2006,15,CLE,Martynas Andriuškevičius,C,7-2,240,"March 12, 1986",lt,R,
2006,90,CLE,Drew Gooden,PF,6-10,250,"September 24, 1981",us,3,Kansas
2006,1,CLE,Stephen Graham,SG,6-6,215,"June 11, 1982",us,R,"Central Florida, Oklahoma State"
2006,31,CLE,Zendon Hamilton,C,6-11,250,"April 27, 1975",us,5,St. John's
2006,44,CLE,Alan Henderson,C,6-9,235,"December 2, 1972",us,10,Indiana
2006,32,CLE,Larry Hughes,SG,6-5,184,"January 23, 1979",us,7,Saint Louis
2006,11,CLE,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt,7,
2006,33,CLE,Luke Jackson,SF,6-7,215,"November 6, 1981",us,1,Oregon
2006,23,CLE,LeBron James,SF,6-9,250,"December 30, 1984",us,2,
2006,19,CLE,Damon Jones,PG,6-3,185,"August 25, 1976",us,7,Houston
2006,24,CLE,Donyell Marshall,PF,6-9,218,"May 18, 1973",us,11,UConn
2006,2,CLE,Ronald Murray,SG,6-4,190,"July 29, 1979",us,3,"Meridian Community College, Shaw"
2006,14,CLE,Ira Newble,SG,6-7,220,"January 20, 1975",us,5,Miami University
2006,3,CLE,Sasha Pavlović,SG,6-8,220,"November 15, 1983",me,2,
2006,20,CLE,Eric Snow,PG,6-3,190,"April 24, 1973",us,10,Michigan State
2006,17,CLE,Anderson Varejão,C,6-11,273,"September 28, 1982",br,1,
2006,29,CLE,Mike Wilks,PG,5-10,185,"May 7, 1979",us,3,Rice University
2006,6,DET,Alex Acker,SG,6-5,185,"January 21, 1983",us,R,Pepperdine
2006,30,DET,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr,4,Florida International University
2006,1,DET,Chauncey Billups,PG,6-3,202,"September 25, 1976",us,8,Colorado
2006,13,DET,Kelvin Cato,C,6-11,255,"August 26, 1974",us,8,"University of South Alabama, Iowa State"
2006,34,DET,Dale Davis,C,6-11,230,"March 25, 1969",us,14,Clemson
2006,20,DET,Carlos Delfino,SG,6-6,230,"August 29, 1982",ar,1,
2006,0,DET,Tony Delk,PG,6-1,189,"January 28, 1974",us,9,Kentucky
2006,5,DET,Maurice Evans,SG,6-5,220,"November 8, 1978",us,2,"Wichita State, Texas"
2006,32,DET,Richard Hamilton,SG,6-6,185,"February 14, 1978",us,6,UConn
2006,10,DET,Lindsey Hunter,PG,6-2,170,"December 3, 1970",us,12,"Alcorn State, Jackson State University"
2006,25,DET,Amir Johnson,SF,6-9,240,"May 1, 1987",us,R,
2006,54,DET,Jason Maxiell,PF,6-7,260,"February 18, 1983",us,R,Cincinnati
2006,24,DET,Antonio McDyess,PF,6-9,220,"September 7, 1974",us,9,Alabama
2006,31,DET,Darko Miličić,C,7-0,250,"June 20, 1985",rs,2,
2006,22,DET,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us,3,Kentucky
2006,3,DET,Ben Wallace,C,6-9,240,"September 10, 1974",us,9,Virginia Union University
2006,36,DET,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us,10,UNC
2006,15,GSW,Andris Biedriņš,C,6-11,240,"April 2, 1986",lv,1,
2006,3,GSW,Will Bynum,PG,6-0,185,"January 4, 1983",us,R,"Arizona, Georgia Tech"
2006,11,GSW,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs,2,
2006,40,GSW,Calbert Cheaney,SF,6-7,209,"July 17, 1971",us,12,Indiana
2006,5,GSW,Baron Davis,PG,6-3,209,"April 13, 1979",us,6,UCLA
2006,9,GSW,Ike Diogu,PF,6-8,250,"September 11, 1983",us,R,Arizona State
2006,34,GSW,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us,3,Duke
2006,8,GSW,Monta Ellis,SG,6-3,185,"October 26, 1985",us,R,
2006,4,GSW,Derek Fisher,PG,6-1,200,"August 9, 1974",us,9,Little Rock
2006,31,GSW,Adonal Foyle,C,6-10,250,"March 9, 1975",vc,8,Colgate
2006,0,GSW,Aaron Miles,PG,6-1,175,"April 13, 1983",us,R,Kansas
2006,1,GSW,Troy Murphy,PF,6-11,245,"May 2, 1980",us,4,Notre Dame
2006,2,GSW,Mickaël Piétrus,SF,6-6,215,"February 7, 1982",gp,2,
2006,23,GSW,Jason Richardson,SG,6-6,220,"January 20, 1981",us,4,Michigan State
2006,21,GSW,Chris Taft,C,6-10,260,"March 10, 1985",us,R,Pitt
2006,12,HOU,Rafer Alston,PG,6-2,171,"July 24, 1976",us,6,Fresno State
2006,8,HOU,Derek Anderson,SG,6-5,194,"July 18, 1974",us,8,"Ohio State, Kentucky"
2006,20,HOU,Jon Barry,SG,6-4,195,"July 25, 1969",us,13,"University of the Pacific, Georgia Tech"
2006,35,HOU,Lonny Baxter,C,6-8,260,"January 27, 1979",us,3,Maryland
2006,10,HOU,Keith Bogans,SF,6-5,215,"May 12, 1980",us,2,Kentucky
2006,40,HOU,Ryan Bowen,SF,6-7,215,"November 20, 1975",us,6,Iowa
2006,9,HOU,Rick Brunson,PG,6-4,190,"June 14, 1972",us,8,Temple
2006,18,HOU,Josh Davis,PF,6-8,235,"August 10, 1980",us,2,Wyoming
2006,14,HOU,Richie Frahm,SG,6-5,210,"August 14, 1977",us,2,Gonzaga
2006,9,HOU,Stephen Graham,SG,6-6,215,"June 11, 1982",us,R,"Central Florida, Oklahoma State"
2006,44,HOU,Chuck Hayes,PF,6-6,240,"June 11, 1983",us,R,Kentucky
2006,2,HOU,Luther Head,SG,6-3,185,"November 26, 1982",us,R,Illinois
2006,5,HOU,Juwan Howard,PF,6-9,240,"February 7, 1973",us,11,Michigan
2006,15,HOU,Maciej Lampe,C,6-11,275,"February 5, 1985",pl,2,
2006,15,HOU,John Lucas III,PG,5-11,166,"November 21, 1982",us,R,"Baylor, Oklahoma State"
2006,1,HOU,Tracy McGrady,SF,6-8,210,"May 24, 1979",us,8,
2006,11,HOU,Yao Ming,C,7-6,310,"September 12, 1980",cn,3,
2006,55,HOU,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd,14,Georgetown
2006,25,HOU,Moochie Norris,PG,6-1,175,"July 27, 1973",us,8,"Auburn, University of West Florida"
2006,4,HOU,Stromile Swift,C,6-9,225,"November 21, 1979",us,5,LSU
2006,7,HOU,David Wesley,SG,6-0,190,"November 14, 1970",us,12,Baylor
2006,54,LAL,Kwame Brown,C,6-11,270,"March 10, 1982",us,4,
2006,8,LAL,Kobe Bryant,SG,6-6,212,"August 23, 1978",us,9,
2006,17,LAL,Andrew Bynum,C,7-0,285,"October 27, 1987",us,R,
2006,43,LAL,Brian Cook,PF,6-9,234,"December 4, 1980",us,2,Illinois
2006,3,LAL,Devean George,SF,6-8,220,"August 29, 1977",us,6,Augsburg College
2006,11,LAL,Devin Green,SG,6-7,210,"October 25, 1982",us,R,Hampton
2006,24,LAL,Jim Jackson,SF,6-6,220,"October 14, 1970",us,13,Ohio State
2006,2,LAL,Aaron McKie,PG,6-5,209,"October 2, 1972",us,11,Temple
2006,14,LAL,Stanislav Medvedenko,PF,6-10,250,"April 4, 1979",ua,5,
2006,31,LAL,Chris Mihm,C,7-0,265,"July 16, 1979",us,5,Texas
2006,7,LAL,Lamar Odom,PF,6-10,220,"November 6, 1979",us,6,Rhode Island
2006,1,LAL,Smush Parker,PG,6-4,190,"June 1, 1981",us,2,Fordham
